KOG1213,7,5,Q8W1Y0;Q9S7T7;Q9FQ19;Q9FQ20,Q9S7T7,Q21306;Q19325,Q21306;Q19325,A0A021WW32,ZERO,Q1L8E1;F1QKC8;A0JMM5;B8JLA8,ZERO,A0A024R9J0;Q9H4I0,Q9H4I0,Q12158;Q12188,Q12188,P36626;P30776,P36626,
KOG0912,4,1,NONE,NONE,O44508;Q17688;Q304D5,Q304D5,Q9VXI3;Q9VI96,ZERO,Q6P3G9,ZERO,Q9BS26,ZERO,NONE,NONE,NONE,NONE,
KOG4746,4,1,NONE,NONE,Q7JNN6;Q17694;Q9U2K7;Q21749,Q17694,Q9VF25,ZERO,Q7ZUP7;Q5TZD7,ZERO,Q16533,ZERO,NONE,NONE,NONE,NONE,
KOG3616,4,1,NONE,NONE,Q22830,Q22830,Q9W040,ZERO,Q5RHH4,ZERO,Q9UG01,ZERO,NONE,NONE,NONE,NONE,
KOG4799,4,1,NONE,NONE,Q9UA63,Q9UA63,Q9W4I3,ZERO,Q502J9,ZERO,Q8TCC3,ZERO,NONE,NONE,NONE,NONE,
KOG0195,4,1,NONE,NONE,Q9TZC4,Q9TZC4,Q9V400,ZERO,Q6PHD6,ZERO,V9HWF0,ZERO,NONE,NONE,NONE,NONE,
KOG4228,4,1,NONE,NONE,Q8I4I0;Q9XVM4;G5EC69;G5EDC5;H2KZM6,G5EDC5;H2KZM6,P16620;Q9VJ95;A8DZ18,ZERO,A4IFW2;A8DZA4;B8A5J5;E7EXS3;E7EZG7;E7F178;E7F4G9;E7F899;F1Q6E0;F1QAD3;F1QE38;F1QG63;F1QGA6;F1QJW2;F1QNV8;F1QVP7;F1QXG6;F1QZS2;F1R3K1;F1R681;F1R8P1;F1R8P8;F1RB37;F8W3M6;H9GYT8,ZERO,P10586;P18433;O14522;Q15262;P28827;Q92729;Q13332;P08575;P23469;P23468;P23471,ZERO,NONE,NONE,NONE,NONE,
KOG3524,4,1,NONE,NONE,Q9U364,Q9U364,A8JNN0,ZERO,F1QVS6,ZERO,Q9HCE6;Q9H8V3,ZERO,NONE,NONE,NONE,NONE,
KOG4333,4,2,NONE,NONE,O17208;Q18171;Q93779;Q18624,Q18171,M9PD02,ZERO,B3DHN2;E7F6Y8;E7F805;E9QCL9;F1QN94,ZERO,O75398;Q9UKD1;Q9Y692,O75398,NONE,NONE,NONE,NONE,
KOG2579,4,2,NONE,NONE,NONE,NONE,A0A0B4K7T3;A1Z7G6;A8QHX1;B7Z0B3;E1JGS1;M9PHH5;P21520;Q95SM8;Q9VF34;Q9VX04;Q9W301;Q9VW70;Q9VME7,P21520,A2CF37;A5PMA3;B0S6K5;B0UX68;B0UXH5;B8A5L6;E7EXE8;E7EZJ2;E7FBT1;E7FC76;E7FCD4;E7FCG4;E7FEA5;E9QC51;E9QJ82;F1QCW2;F1QG23;F1QJP8;F1QMJ6;F1QPI0;F1QQH9;F1QSM4;F1QUC4;F1QVU9;F1QWC0;F1QWC1;F1QWC8;F1QYE2;F1QYL5;F1QZC5;F1R2V2;F1R707;F1R7K7;F1RA44;F8W539;K7DY96;Q1LWR7;Q1MT43;Q4LES0;Q5RH53;Q5TYU3;Q7ZVG7;Q6NYE1,ZERO,A0A024QZ34;A0A024R7A9;A0A024R868;A0A024R908;A0A0A6YY94;A4D1B8;O00602;O15123;O43827;O75636;P02671;P02679;P22105;P24821;Q15389;Q15485;Q86XS5;V9HVY1;Q92752;Q8N539;Q9BY76;Q9Y5C1;Q9Y264,O15123;P24821,NONE,NONE,NONE,NONE,
KOG3641,4,1,NONE,NONE,A7DT45;O76373;Q09296,O76373,A0A0B4KI64,ZERO,F1Q5V6;F1QNG5;F1RDJ7,ZERO,A0A024R288;Q5VU57;Q96MI9;Q8NDL9,ZERO,NONE,NONE,NONE,NONE,
KOG4728,4,1,NONE,NONE,P41958,ZERO,Q9NGX3;Q7KM33,ZERO,Q1L8X3;Q564A4;Q90Z98;B0S7M3;A2BF68;F8W479,ZERO,A0A024R2B3;A0A024R4A8;A0A024RAR1;A0A0A0MRG8;Q07817;Q07820;Q16548,A0A024R2B3;A0A024R4A8;Q07817,NONE,NONE,NONE,NONE,
KOG4237,4,1,NONE,NONE,G5EFX6,ZERO,A0A0B4KES0,ZERO,A3KNN3;E9QBL9;B8A498;F1Q8G1;F1RCV3;F1QK88;Q00P20;A8WHP9;F1QQE4,ZERO,A0A024R2R0;Q9GZU5;Q9BY71;O94813;O75094;O75093;A6NJW4,O94813;O75094,NONE,NONE,NONE,NONE,
KOG3656,4,4,NONE,NONE,Q18179;O16687;Q20841;O02043;Q21413;B6EU69;G5EBX8;Q19399;Q19397;Q18321;Q18701;P91487;Q9N5L5;Q18534;Q9XUK8;O45096;Q17553;P91064;O62403;Q20067;G5EGH5;O62169;O17899;Q95YD7;Q94219;P34311;P91096;O44986;O18014;O45732;O02300;G5EDR6;Q23265;Q20275;Q95Q47;O45601;Q09638;Q18775;G5EFT1;Q10904;Q23497;O45726;O17239;Q09502;Q23033;P90745;Q9U320;P91439;Q20325;O44536;O62189;Q7YWS0;Q17594;Q20686;Q18929;Q03613;G5EG36;G4SNP8;Q59E83;Q11082;Q19125;G5ED22;O17470;G5EEB1;Q6F3C9;Q22895;Q6RYS9;C7FZU0;Q1ZXT2;Q22995;Q86ME6;Q7YXG8;O44731;Q18007;Q7JP61;Q9XXU4;Q19084;E7EM37;Q9XVS5;O02213,G5EBX8;Q95YD7;O44986;O45732;G5EDR6;P90745;O17470,A1Z7X3;Q9VNM1;A8JQT4;E1JGM2;P06002;Q8T0P6;Q9VW75;A1ZAX0;Q6WNX8;Q7JQF1;P25931;Q8ITC9;Q7K3N2;Q9W167;A8JUP8;Q9VHW1;Q9NBC8;A0A0B4KHG3;Q8MU51;Q71EB3;Q9VEG2;Q9VTU7;Q86RK9;A0A0B4KHQ6;Q9VAA2;Q9VMI4;Q9VWX4;A0A0B4K6H0;Q8MTX9;P91657;Q9VTW7;P22270;Q7M3J6;M9PDK4;Q9VEG1;Q8IN35;A0A0B4KFU6;Q9VT27;Q7YTE8;Q8ITC7;Q4LBB9;M9PC39;E1JIT6;Q6WNX7;P04950;Q9VZW5;Q8MYV5;P28285;Q868T3;Q9W3V5;E1JGY1;A0A0B4KI18;P08099,P28285,B6E506;F1QRJ4;F1R465;E7FGX9;Q2MV23;F1QKU3;Q8AWE0;F1R288;Q5QNP2;E7FFG5;Q6P981;A1YQE3;F1QNS5;F1QG61;F1R0V6;F1QIM2;E7F1C0;F1R6R5;B0V2S3;A2BHH9;Q5QNQ2;F1QJG4;Q5QNP3;F1RDY6;F1Q922;F1R2I5;B1NYI2;E9QE24;F1Q4L9;E7EXL7;A1L1P0;F1QY86;A4IG54;F1R332;F8W4E0;E9QCC9;F1RCI8;Q90X46;E7F391;Q7T3E9;Q5QNQ0;F1QAH0;E7F359;E7F9K8;F1QRH0;Q1L8Y8;B0UXU8;D7R7W5;F1Q7L4;F1QWZ8;F1R722;Q9W6A6;F1QQR5;Q29ST6;F1QPK9;B3DJ05;F1QE24;A9JRY7;F1Q6Y1;F1QM45;E7EZZ5;F1QIT4;F1QXI8;F1QYJ0;F1R9E7;Q6ZM33;E7F4K9;F1QL67;F1QG59;E9QHE0;Q801U8;F1QJV8;F1RE49;F1QKY0;H0WE73;F1R7C5;F1RCX7;A3KNW1;K7DYI6;Q5QNN4;F1QN36;F1QE71;I3ISY4;E7F7H2;F1QG18;E7FCG9;F1QNG1;E7FA10;F1QB61;A3QJZ0;A0A0A0MPI9;F1QG67;A2BHL6;F1RDY2;Q5QNN7;F1QBH4;E7F2P3;Q1LVY1;F1QF39;F6NR34;F1QCL1;F1R5Q2;H0WFG5;Q9DGM2;E7FFG8;F1QT66;E7EZF4;E7F5S1;F1R921;F1Q734;Q5RG95;Q9PTF7;A5WWC0;F1QC25;D2Y178;F1QMQ4;E7FFF2;Q5RG91;Q8AYM7;E7FB19;B3DIJ2;H9GYN8;F1R116;E7FE45;F1QW64;F1QCT1;Q7ZZ32;Q1JPS6;F1QP03;F1Q5N3;F1R613;H0WF96;Q8AYN0;F1QQH4;F1R2Q0;F1RAN3;F1QZU4;Q9W6A5;F1R2H1;F8W2E5;B3DH72;E7FAM4;F1QQP3;F1QR90;F1RAF0;B3DK10;F1Q7U6;B0V116;F1R8T6;Q5RHQ9;E9QHT0;A8E7T8;E7FG90;Q0GH74;F1QJL9;Q5QNP6;E9QFU3;Q7T3Q4;F1QNP2;D3TZW2;E7FEE5;E7F5I7;Q5QNP1;E7F911;A3QK20;F2Z4R9;Q6DHQ8;I3ISR2;F1Q7U3;H0WFA9;P35359;F1QLW4;Q5VJN3;Q5QNP5;Q5QNM9;A5WW93;Q1MT85;F1QUA9;E7FDL0;F1R5E8;Q9I918;F1QFF1;Q5RG94;E7F0W7;H0WEP4;H0WEI4;E7FH20;D3TZW3;Q5QNN0;A4FUN8;F1RB56;F1QPZ0;H9GYZ9;E7EYN4;F1QMZ3;E7F7E1;F1QI06;F8W4W1;F1QPE1;E4W698;E7F8D2;E7F1P3;F1QPB4;H9GYK5;F1R7J4;H0WF08;F1R236;D0EXE2;E7FEN7;B3DJ99;F1Q707;F1RD36;F1QWX3;E4W699;Q5QNN3;H0WEH4;E7F8X5;Q5RGR7;F1QA28;A3KGQ1;F1QNC8;H0WF67;B0S7I8;F1R4W1;E7F599;F1R410;A3QJX7;F1R6A2;F1R0P5;F1RB87;Q9W6A7;Q5QNN8;F1QDP7;F1R8K4;F1R8F4;E7FF58;F1R6D3;Q7T1A1;Q5QNQ3;Q567Y2;F1QH78;F1QQL3;B0S6X1;F1R198;F1R197;F1QZ22;F1R2F3;F1QRN8;F2Z4S2;Q9W6A8;F1QM66;A8E7L5;D2Y177;H9GXE1;F1QIS8;I3IS68;F1RCS3;A8E7S9;F1QVN5;H0WFD8;F1R1I0;F1R8G1;E7F3I2;F1QQG1;E7FD59;F1QF67;E7FCM2;B1NYI3;Q5QNP8;F1QGX5;B0V1P1;E7FD25;E7FGW8;F1Q6J0;A9NJI7;Q29ST4;F1RAT2;F1Q6X3;B3DJU8;A8YXX6;E7F1C3;F1QD70;E7FBS0;F1RA41;E7FGY4;H0WET4;F1QWD2;F1QYD4;F1QYD6;E7FFF4;F1QCD0;F1R302;B0V1I9;F1QEZ6;E7F0Q3;F1QRS2;F1QQM7;F1QQG9;Q90WY6;F1RBP4;Q5DJ14;B8JHS2;F1QK12;F1QGZ0;E7EZ19;F1QJG8;Q5TYU0;K9J6R0;F1QJ88;F1R361;Q1LVV2;F1QNV9;Q5QNP9;E7F6Y6;F1QEX8;F1QX97;B8JHQ2;B3DJ81;B3DGN0;B0S5K7;F1QCT2;F1Q7N9;F1QTY3;B3DIE4;F1QAS9;D0EXE4;B3DLG5;B8JL37;F1RAY9;A2AV71;B8JII2;H9GXI9;Q5QNQ1;F1Q6C5;F1QCB2;F1QAQ7;E7F951;F1R0N6;F6NTE6;F1QZQ9;Q5QNN1;E7FD73;Q7SZP9;E7F1S1;F1QQ54;F1R2V9;F1QLJ0;A3KPR9;H9GYD6;A0PJR8;E7FEB1;H9GYT2;F1R0B0;F1R5V3;E9QDG0;E7F402;E7FEQ8;E7FGZ4;E7FDC7;E7F7S2;F1QLK8;E7FF02;Q6DG12;F1QU42;Q5QNN9;F1QI14;F1QSA8;F1Q681;A0T2N3;Q7T3Q3;F1Q8F2;Q9IB88;E7FG00;E7F335;F1R585;Q5RG93;Q4FE81;E7FBR2;F1Q955;B3DJ35;Q5RFY4;F1QLQ2;F1RB61;O57463;F1QXD7;F1R618;F1QD60;E7EZL2;F1Q9X5;F1QBF9;B0V1K7;E7F7V7;Q5RI92;A0A0A0MPL9;F1QUT7;F1QFH6;F1R035;Q7ZTA3;F1R0N3;F1QYR6;F1QCV6;E7F3Y9;H9GZ26;F1QZ18;F1QPR0;F1QIS4;Q1LVD8;E7F6G4,A4IG54;Q9PTF7,A0A024R2X7;A0A024R3C5;A0A024R638;A0A024R7M9;A0A024RAH7;A0A0A0MQW8;A0A0B4J269;A0N0N3;A0N0Q1;P51686;P34969;O14804;Q8TDV5;P35408;P25101;P49146;P41595;P43119;F1DAM3;P33241;Q9UHM6;A4D2N2;P28566;O95665;Q38L21;P41597;P48146;X5DQM5;P30518;O43603;Q8TDU9;P35368;Q8TDV2;B2R9L7;Q1JUL4;P46663;P50052;B0ZBD3;P33032;Q969N4;P49683;Q15760;O43193;P34995;Q7Z601;Q96RJ0;Q15761;Q9HB89;O43194;P25021;P50391;P21918;Q15722;Q9NS66;Q9NYM4;P43088;Q5U003;P51677;P08100;G4XH61;Q96P66;G4XH66;P43115;P32245;H9NIL4;P47804;P04001;P30989;P30872;A4D0T8;Q92847;Q6U736;O15354;O60883;Q9Y5N1;O60755;P30968;B5B0C2;X5D2B0;Q9UBY5;P35372;Q9GZQ4;A4D0R8;Q969V1;P31391;P47211;P43116;P21731;F1DAM6;P29275;Q53YY0;P25106;Q8TDV0;Q9BZJ7;Q9UKP6;Q01718;B0ZBE0;Q5ZGX3;Q9H3N8;Q99705;P32239;P35346;P30939;Q9NSD7;P34981;O43613;P41146;X5D7H2;P50406;Q8IZ08;P41968;P08913;Q9NPC1;P04000;P30542;P28336;S4X0W3;H9NIL7;P30874;P61073;Q96P65;Q13639;F1DAM5;Q13258;P21917;P08588;Q5NUL3;P32247;Q6W5P4;P25929;B2R7M4;P47901;Q0PJU0;Q8TCW9;H9NIL9;Q9GZN0;X5D7I5;P28335;Q5VZX0;Q8NFJ6;X5D2G4;Q9Y5X5;S5TLS4;P41145;Q4W594;B5B0C1;Q9GZQ6;O14718;Q6DWJ6;X5DNB4;P32238;Q969F8;F2YGU0;Q9NQS5;A8KAG8;P35414;Q9H1Y3;Q9P1P5;Q96RI8;Q8NDV2;A8K1C4;A8K2F5;P28223;P41143,A0A024R638;X5DQM5;B2R9L7;P49683;Q15761;P21918;P43088;P30872;Q92847;X5D2B0;Q01718;P41146;P08913;P30874;F1DAM5;Q13258;P21917;S5TLS4;P41145;Q4W594,NONE,NONE,NONE,NONE,
KOG2156,4,0,NONE,NONE,Q21279;Q09647,ZERO,Q8T417;Q8IGW4,ZERO,F1Q6C4,ZERO,A0A024R424,ZERO,NONE,NONE,NONE,NONE,
KOG0508,4,2,NONE,NONE,P17221,P17221,Q9I7J2;A1ZBY1;A0A0B4LI92,ZERO,F1QQE0;Q6TNT2;E7F7Y4;F1Q6U9;E7FGV2,ZERO,A0A024R9E1;Q96JP0;Q9BSK4;Q9UK73,Q9UK73,NONE,NONE,NONE,NONE,
KOG3509,4,1,NONE,NONE,Q9TYU4;Q06561,Q06561,Q9NGV2,ZERO,A0A0B4J1A7;E7EZZ1;E7F840;F1QR09;F1R074;F1RCP6,ZERO,Q63HQ2;P98160,ZERO,NONE,NONE,NONE,NONE,
KOG4291,4,1,NONE,NONE,P34501;Q21874;Q93791;Q20762,Q20762,A0A0B4LHZ4,ZERO,F1QVB7;E7F2B7;E7F970;E7EY88;F1QK57;E7F474;F1R4D7;F1Q9Q3;F1QIG7;E7FF18;F1RDF5;F1QEH8;F1QA89;E7FEJ9;F1R055;A4VCF1;E7F2A5;F1QKM8;F1R1G7,ZERO,Q9UGT4;O75443,ZERO,NONE,NONE,NONE,NONE,
KOG0129,4,1,NONE,NONE,Q18317;G5EBS6;Q03571,G5EBS6;Q03571,M9PEK7,ZERO,B3DJY4;E7F7D5;E7FA11;E7FE75;F1QCY1;F1QW08;F1RE03,ZERO,Q7Z5Q1;Q17RY0;Q8NE35,ZERO,NONE,NONE,NONE,NONE,
KOG3447,4,1,NONE,NONE,Q11189,Q11189,Q9W199,ZERO,Q503X4,ZERO,Q9Y2R5,ZERO,NONE,NONE,NONE,NONE,
KOG4012,4,2,NONE,NONE,P15796;O16277;P10771;O01833;Q18336;Q19743;O17536,P10771;O01833;Q18336,NONE,NONE,E7FAK0;B0R0K9;E9QG44;E7FAU1;E7F5A4;Q6NYV3;E7F225;E7FAZ5;E9QFU6;E7EZH8;F1QY27;E7F2T3;F1R314;E7F8J2;E7FE06;A4QN90;H9GXD2;F1R9N6,ZERO,A3R0T8;Q8IZA3;Q6ZSC3;P16402;P16401;Q02539;Q5SSJ5;P22492;P16403;Q92522;P07305,Q8IZA3;Q02539;P22492,P53551,ZERO,NONE,NONE,
KOG1442,4,1,NONE,NONE,Q968A5;G5EC08,Q968A5,NONE,NONE,Q5PR94,ZERO,B3KQH0,ZERO,NONE,NONE,Q9UUI8,ZERO,
KOG3847,4,1,NONE,NONE,G5EGT1;Q22943,Q22943,NONE,NONE,Q5RHM0,ZERO,Q99487;Q13093,ZERO,NONE,NONE,Q9URV1,ZERO,
KOG4841,4,1,NONE,NONE,Q9XVV5,Q9XVV5,NONE,NONE,Q1LXA2,ZERO,Q9P2X0,ZERO,NONE,NONE,O94633,ZERO,
KOG4127,4,1,NONE,NONE,NONE,NONE,X2JA84;Q9VPG0;Q9VBG1,ZERO,F1QFU9;E7FBC7,ZERO,A0A024R6Y5;P16444;Q9H4B8,Q9H4B8,NONE,NONE,O59832;O14124,ZERO,
KOG1587,4,1,NONE,NONE,NONE,NONE,Q9W5W4;Q7KWG3;Q9VJY4;A4V4T4,ZERO,A1A5Y4;H9GX82;E7F6H7;E7FG12;F1QXZ0;E7F696;E9QFM9;F8W485,ZERO,A4D1I7;Q13409;Q8WVS4,ZERO,NONE,NONE,O94518,O94518,
KOG1008,4,1,NONE,NONE,NONE,NONE,Q9VQ89,Q9VQ89,NONE,NONE,A0A024RA24,ZERO,P38164,ZERO,Q09866,ZERO,
KOG0591,4,1,NONE,NONE,NONE,NONE,NONE,NONE,Q6DEH7;F1R0M7;Q7ZUN2,ZERO,A0A024R964;P51955;Q9HC98,P51955,P22209,ZERO,O13839,ZERO,
KOG4773,4,1,NONE,NONE,NONE,NONE,NONE,NONE,F1QBB7;F1R4V3,ZERO,A1X283;Q15080;Q5TCZ1,ZERO,Q3E755,ZERO,P40996,P40996,
KOG1153,4,1,NONE,NONE,NONE,NONE,NONE,NONE,E7F2J6,ZERO,Q8NBP7,ZERO,P25036;P09232,ZERO,Q9UTS0;P40903,P40903,
KOG4462,4,1,NONE,NONE,NONE,NONE,NONE,NONE,F1QNX8;F1QZL9;F1R8X0;I3IS47,ZERO,Q8TF74;O43516,ZERO,P37370,P37370,Q9P6R1,ZERO,
KOG0287,4,1,NONE,NONE,NONE,NONE,NONE,NONE,F1QTJ5,ZERO,Q9NS91,Q9NS91,P10862,ZERO,O74747,ZERO,
KOG4143,4,1,NONE,NONE,NONE,NONE,NONE,NONE,F1QUF7,ZERO,Q99720,ZERO,P32352,ZERO,P87113,P87113,
KOG4141,4,2,NONE,NONE,NONE,NONE,NONE,NONE,F1QXE3,ZERO,Q5DR82,ZERO,Q12223;P06778,P06778,O42905;P36592,O42905;P36592,
KOG1303,3,1,F4HW02;O22719;O80592;O80668;P92934;P92961;P92962;Q1PER9;Q38967;Q39134;Q42400;Q84WE9;Q8GUM3;Q8GYS4;Q8L4X4;Q8LPF4;Q949Y8;Q96247;Q9C6M2;Q9C733;Q9C9J0;Q9CA25;Q9FF99;Q9FKS8;Q9FN04;Q9LFB2;Q9LFE3;Q9LRB5;Q9LXF8;Q9MBG9;Q9S836;Q9SJP9;Q9SR29;Q9SR44;Q9SS86;Q9SV32;Q9SX98,Q9S836,Q9UAZ9;Q9XW19;Q19676;Q9N321;Q8I4E4,ZERO,Q9VC02,ZERO,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,
KOG4744,3,1,Q9T0H6;Q9LW12;Q84W82;Q9FKV7;Q6NKU0,Q9T0H6;Q9LW12;Q9FKV7,H2FLL1,ZERO,Q9W5D2,ZERO,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,
ENOG410IPEN,3,1,Q9FLT2,Q9FLT2,O62519,ZERO,Q9VPR6,ZERO,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,
KOG2374,3,1,Q9M358,ZERO,Q23088,Q23088,NONE,NONE,NONE,NONE,Q2YD98,ZERO,NONE,NONE,NONE,NONE,
KOG0988,3,3,Q9LQV2;O82504;O82190;O82189;Q9SG02;O82188,Q9SG02,G5EBQ3;G5ECM1;G5EE53;G5EFA8,G5EBQ3;G5EE53,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,O14227,O14227,
KOG1501,3,1,Q944R7,ZERO,NONE,NONE,Q9W1V1,ZERO,A2AV36,A2AV36,NONE,NONE,NONE,NONE,NONE,NONE,
KOG0144,3,1,O04425;Q8GZ26;Q8LFS6;Q6AWW6,Q8GZ26;Q8LFS6;Q6AWW6,NONE,NONE,C1C3H9;Q960Z4,ZERO,E7F304;E7F7K3,ZERO,NONE,NONE,NONE,NONE,NONE,NONE,
KOG0146,3,0,NONE,NONE,NONE,NONE,M9MSL2,ZERO,A5PLG5;E7F293;F1QUT6;F1R633;F1R7Y9;I3IS08;Q9IBD1,ZERO,NONE,NONE,NONE,NONE,NONE,NONE,
ENOG410IEE5,3,1,Q9FWY9;O04253;Q8VYF4;Q9LHD2,Q9FWY9,NONE,NONE,NONE,NONE,F1R3C7;Q29RA8,ZERO,A0A024R313;Q9H1C3,ZERO,NONE,NONE,NONE,NONE,
ENOG410IHA6,3,1,O81893;Q9SBA5;Q9SUG3,O81893,NONE,NONE,NONE,NONE,Q7ZU91;F1R5S4,ZERO,A0A024R6H3,ZERO,NONE,NONE,NONE,NONE,
ENOG410IGHW,3,1,Q9M548;Q9LXE5,ZERO,NONE,NONE,NONE,NONE,A3QJU7;A3QJV0;E7F6H4;F1R1K5;Q588C6,ZERO,Q9Y6K1;Q9UBC3,Q9Y6K1,NONE,NONE,NONE,NONE,
KOG0100,3,1,Q9LKR3;Q8H1B3;Q39043,Q8H1B3,NONE,NONE,NONE,NONE,B0S794,ZERO,Q5TZF3;Q5TAH2,ZERO,NONE,NONE,NONE,NONE,
ENOG410IG6I,3,1,Q9LN59;Q9FYK0;Q9ZP16,ZERO,NONE,NONE,NONE,NONE,B3DGN7;F1QWE3,ZERO,Q06418;Q12866;P30530,Q06418;Q12866;P30530,NONE,NONE,NONE,NONE,
KOG2787,3,1,F4IEM5;Q8VZQ6;Q9FJN7,F4IEM5,NONE,NONE,NONE,NONE,F1QHX0;Q90ZL2,ZERO,Q9NS86;Q53TN2;Q6ZV70,ZERO,NONE,NONE,NONE,NONE,
ENOG410IGQ1,3,1,F4JRR5,F4JRR5,NONE,NONE,NONE,NONE,F1QTR8,ZERO,Q86UT8,ZERO,NONE,NONE,NONE,NONE,
KOG4751,3,3,Q7Y1C4;Q7Y1C5,Q7Y1C4;Q7Y1C5,NONE,NONE,NONE,NONE,F1R8E8,F1R8E8,P51587,P51587,NONE,NONE,NONE,NONE,
ENOG410IF68,3,1,Q9M0S8;Q9T0I1;O23273;P34881,Q9T0I1;P34881,NONE,NONE,NONE,NONE,F1RCN0,ZERO,P26358,ZERO,NONE,NONE,NONE,NONE,
KOG1811,3,1,Q9SL90,ZERO,NONE,NONE,NONE,NONE,F6NK88,F6NK88,Q68DK2,ZERO,NONE,NONE,NONE,NONE,
KOG4262,3,1,O23315,O23315,NONE,NONE,NONE,NONE,Q1LXC9,ZERO,Q68E01,ZERO,NONE,NONE,NONE,NONE,
ENOG410INB3,3,2,Q67Y44;Q9SL49,ZERO,NONE,NONE,NONE,NONE,Q08BA6,Q08BA6,Q6P6C2,Q6P6C2,NONE,NONE,NONE,NONE,
ENOG410IUNU,3,1,B9DHA6;Q42202,B9DHA6;Q42202,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,P0CH09;P0CH08,ZERO,P0CH07;P0CH06,ZERO,
KOG0633,3,1,B9DHD3;P0DI07,B9DHD3,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,P07172,ZERO,P36605,ZERO,
KOG0610,3,2,F4I4F2;O64682;Q9LUL2;Q8RY37;Q1PFB9;Q9LZS4;Q9SUA3;Q9LFA2;Q9FG74;Q9SV69;Q0WN21;Q9LUK3;Q39183;Q9LT38;Q9SYB9;Q9SJM3;Q9LSF1;Q05999;Q9C8M5;Q64FQ2;Q9LTW5,Q9LUL2;Q1PFB9;Q9SYB9;Q9C8M5;Q9LTW5,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,P53739,P53739,Q09831,ZERO,
KOG2254,3,1,F4IAQ0;Q9LFT3,ZERO,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,P53753;Q12168,ZERO,Q9UT45;Q09850,Q9UT45;Q09850,
KOG4573,3,1,F4J8V5;Q9SCK0,ZERO,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,Q06628,ZERO,O36019,O36019,
KOG2262,3,1,O04514;O23482;O82485;Q9SUA4;Q9FME8;Q9FJD2;Q9FJD1;Q9FG72;Q9T095,Q9FJD1,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,P40897;Q06593,ZERO,P40900;O14031;Q7LL00,ZERO,
KOG0916,3,3,Q9SHJ3;Q9LUD7;Q9LYS6;Q9S9U0;Q9SJM0;Q9AUE0;Q9SL03;Q9SFU6;Q9ZT82;Q9LXT9;Q9LTG5;Q3B724,Q9S9U0;Q9ZT82;Q3B724,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,P40989;Q3E810;Q04952,P40989;Q04952,O13967;O74475;Q10287;Q9P377,O13967;Q10287,
KOG2214,3,1,Q9M1I6;Q9LZA6,ZERO,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,P36165;Q12043;P40308,P36165;P40308,O14115;Q9Y827;Q9Y7P3,ZERO,
KOG2852,3,1,Q9FN21,ZERO,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,P38758,ZERO,O14252;Q10058,O14252,
KOG1502,3,1,O22133;O22809;O22810;O80531;O80532;O82219;P51102;Q4PSZ5;Q29Q34;Q500U8;Q5PP57;Q93Z48;Q9S9N9;Q9C6L6;Q9SEV0;Q9C9N2;Q9CA28;Q9SFX4;Q9SAH9;Q9ZVQ2;Q8H1R1;Q9M0B3;Q9SZB3;Q9LYJ0;Q9FGH3;Q9C8J3,Q500U8,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,P53111;Q03049;Q12068;P53183,ZERO,Q9UT59;Q9Y7K4;O94563,ZERO,
KOG0404,3,1,Q39242;Q39243,Q39242;Q39243,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,P29509;P38816,ZERO,Q92375,ZERO,
KOG3254,3,1,O23049;Q9ZPX2,O23049,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,P32904,ZERO,Q09865,ZERO,
KOG0828,3,1,Q5PP23;Q500V2,Q5PP23,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,P36096,ZERO,O43085,ZERO,
KOG4492,3,1,Q0WUP7,Q0WUP7,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,P28777,ZERO,O74413,ZERO,
KOG2049,3,1,O81465;Q9LSS8;Q9C9R6;Q9C8B8;Q9LVG3;Q4PSD1;Q1PFN9;Q9FGE7;Q9LVC3;Q9LDW3;Q9FIE9;Q9FMH4;Q9XI17;Q9LXC5;Q9LP21;Q9LM20;Q9LNI2,Q1PFN9,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,P39016;P25339,ZERO,Q92359;Q09829,ZERO,
KOG1224,3,1,Q8LPN3,Q8LPN3,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,P37254,ZERO,O94277,ZERO,
KOG4843,3,1,Q8RWV9,Q8RWV9,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,Q07458,ZERO,O94707,ZERO,
